0.00762939453125	-53.020565
0.079345703125	-74.1030884
0.384521484375	-84.0392227
0.689697265625	-88.7858429
1.0009765625	-92.1713333
1.611328125	-95.8912125
2.2216796875	-97.3802567
2.83203125	-98.9151154
3.4423828125	-100.640388
4.052734375	-102.249214
4.6630859375	-101.827255
5.2734375	-102.754219
5.8837890625	-104.356949
6.494140625	-104.359596
7.1044921875	-104.501572
7.71484375	-106.021118
8.3251953125	-106.451462
8.935546875	-107.339882
9.5458984375	-105.996254
12.5732421875	-114.091972
18.6767578125	-116.553795
24.7802734375	-120.791908
30.8837890625	-121.484749
36.9873046875	-122.115723
43.0908203125	-123.374039
49.1943359375	-123.866722
55.2978515625	-125.556969
61.4013671875	-124.892731
67.5048828125	-125.647491
73.6083984375	-125.873329
79.7119140625	-127.59906
85.8154296875	-127.201591
91.9189453125	-128.751251
98.0224609375	-130.41658
151.3671875	-137.946548
212.40234375	-144.096695
273.4375	-142.601959
334.47265625	-143.83342
395.5078125	-149.166229
456.54296875	-148.47406
517.578125	-147.499466
578.61328125	-149.968597
639.6484375	-152.235397
700.68359375	-151.012192
761.71875	-152.708694
822.75390625	-152.318954
883.7890625	-151.904984
944.82421875	-151.644135
1159.66796875	-154.832092
1770.01953125	-156.683777
2380.37109375	-157.674973
2990.72265625	-158.070236
3601.07421875	-158.38063
4211.42578125	-159.303574
4821.77734375	-158.234253
5432.12890625	-158.730499
6042.48046875	-159.670639
6652.83203125	-159.549179
7263.18359375	-159.345932
7873.53515625	-159.431992
8483.88671875	-160.914276
9094.23828125	-160.425964
9704.58984375	-161.105392
14160.15625	-161.211044
20263.671875	-161.881226
26367.1875	-162.066345
32470.703125	-162.709534
38574.21875	-161.770615
44677.734375	-163.719666
50781.25	-163.035873
56884.765625	-163.667114
62988.28125	-162.677734
69091.796875	-163.253494
75195.3125	-163.439362
81298.828125	-163.085022
87402.34375	-163.495392
93505.859375	-163.698181
99609.375	-163.688904
142154.6875	-164.018478
191173.546875	-164.104797
240192.40625	-164.062469
289211.28125	-163.671646
338230.125	-163.194427
387249	-163.186676
436267.84375	-164.291595
485286.71875	-163.96405
534305.5625	-163.505539
583324.4375	-162.907669
632343.3125	-164.002579
681362.125	-164.360443
730381	-163.564011
779399.875	-164.24086
828418.75	-163.872803
877437.5625	-163.194641
926456.4375	-163.862061
975475.3125	-161.447876
