x-axis,1
second,Volt
-920.0000E-03,+2.9638191E+00
-919.7400E-03,+2.9638191E+00
-919.4800E-03,+2.9700025E+00
-919.2200E-03,+2.9676860E+00
-918.9600E-03,+2.9576358E+00
-918.7000E-03,+2.9599522E+00
-918.4400E-03,+2.9576358E+00
-918.1800E-03,+2.9599522E+00
-917.9200E-03,+2.9638191E+00
-917.6600E-03,+2.9700025E+00
-917.4000E-03,+2.9676860E+00
-917.1400E-03,+2.9638191E+00
-916.8800E-03,+2.9576358E+00
-916.6200E-03,+2.9599522E+00
-916.3599E-03,+2.9452691E+00
-916.0999E-03,+2.9522184E+00
-915.8399E-03,+2.9638191E+00
-915.5799E-03,+2.9638191E+00
-915.3199E-03,+2.9576358E+00
-915.0599E-03,+2.9661356E+00
-914.7999E-03,+2.9676860E+00
-914.5399E-03,+2.9638191E+00
-914.2799E-03,+2.9638191E+00
-914.0199E-03,+2.9638191E+00
-913.7599E-03,+2.9638191E+00
-913.4999E-03,+2.9638191E+00
-913.2399E-03,+2.9638191E+00
-912.9799E-03,+2.9700025E+00
-912.7199E-03,+2.9615027E+00
-912.4599E-03,+2.9599522E+00
-912.1999E-03,+2.9638191E+00
-911.9399E-03,+2.9700025E+00
-911.6799E-03,+2.9676860E+00
-911.4199E-03,+2.9638191E+00
-911.1599E-03,+2.9576358E+00
-910.8999E-03,+2.9475855E+00
-910.6399E-03,+2.9560853E+00
-910.3799E-03,+2.9700025E+00
-910.1199E-03,+2.9676860E+00
-909.8599E-03,+2.9638191E+00
-909.5998E-03,+2.9638191E+00
-909.3398E-03,+2.9700025E+00
-909.0798E-03,+2.9676860E+00
-908.8198E-03,+2.9638191E+00
-908.5598E-03,+2.9700025E+00
-908.2998E-03,+2.9676860E+00
-908.0398E-03,+2.9700025E+00
-907.7798E-03,+2.9676860E+00
-907.5198E-03,+2.9638191E+00
-907.2598E-03,+2.9638191E+00
-906.9998E-03,+2.9700025E+00
-906.7398E-03,+2.9738694E+00
-906.4798E-03,+2.9738694E+00
-906.2198E-03,+2.9676860E+00
-905.9598E-03,+2.9700025E+00
-905.6998E-03,+2.9676860E+00
-905.4398E-03,+2.9700025E+00
-905.1798E-03,+2.9738694E+00
-904.9198E-03,+2.9738694E+00
-904.6598E-03,+2.9615027E+00
-904.3998E-03,+2.9661356E+00
-904.1398E-03,+2.9738694E+00
-903.8798E-03,+2.9676860E+00
-903.6198E-03,+2.9700025E+00
-903.3598E-03,+2.9738694E+00
-903.0998E-03,+2.9676860E+00
-902.8397E-03,+2.9576358E+00
-902.5797E-03,+2.9599522E+00
-902.3197E-03,+2.9638191E+00
-902.0597E-03,+2.9638191E+00
-901.7997E-03,+2.9576358E+00
-901.5397E-03,+2.9599522E+00
-901.2797E-03,+2.9638191E+00
-901.0197E-03,+2.9638191E+00
-900.7597E-03,+2.9700025E+00
-900.4997E-03,+2.9676860E+00
-900.2397E-03,+2.9638191E+00
-899.9797E-03,+2.9638191E+00
-899.7197E-03,+2.9638191E+00
-899.4597E-03,+2.9700025E+00
-899.1997E-03,+2.9676860E+00
-898.9397E-03,+2.9576358E+00
-898.6797E-03,+2.9537689E+00
-898.4197E-03,+2.9537689E+00
-898.1597E-03,+2.9537689E+00
-897.8997E-03,+2.9661356E+00
-897.6397E-03,+2.9676860E+00
-897.3797E-03,+2.9761858E+00
-897.1197E-03,+2.9715529E+00
-896.8597E-03,+2.9700025E+00
-896.5997E-03,+2.9676860E+00
-896.3397E-03,+2.9638191E+00
-896.0796E-03,+2.9638191E+00
-895.8196E-03,+2.9638191E+00
-895.5596E-03,+2.9700025E+00
-895.2996E-03,+2.9676860E+00
-895.0396E-03,+2.9638191E+00
-894.7796E-03,+2.9638191E+00
-894.5196E-03,+2.9638191E+00
-894.2596E-03,+2.9638191E+00
-893.9996E-03,+2.9638191E+00
-893.7396E-03,+2.9638191E+00
-893.4796E-03,+2.9638191E+00
-893.2196E-03,+2.9638191E+00
-892.9596E-03,+2.9700025E+00
-892.6996E-03,+2.9738694E+00
-892.4396E-03,+2.9676860E+00
-892.1796E-03,+2.9638191E+00
-891.9196E-03,+2.9638191E+00
-891.6596E-03,+2.9576358E+00
-891.3996E-03,+2.9599522E+00
-891.1396E-03,+2.9638191E+00
-890.8796E-03,+2.9700025E+00
-890.6196E-03,+2.9800527E+00
-890.3596E-03,+2.9715529E+00
-890.0996E-03,+2.9638191E+00
-889.8396E-03,+2.9700025E+00
-889.5796E-03,+2.9676860E+00
-889.3196E-03,+2.9700025E+00
-889.0595E-03,+2.9676860E+00
-888.7995E-03,+2.9700025E+00
-888.5395E-03,+2.9615027E+00
-888.2795E-03,+2.9599522E+00
-888.0195E-03,+2.9700025E+00
-887.7595E-03,+2.9676860E+00
-887.4995E-03,+2.9700025E+00
-887.2395E-03,+2.9676860E+00
-886.9795E-03,+2.9638191E+00
-886.7195E-03,+2.9700025E+00
-886.4595E-03,+2.9676860E+00
-886.1995E-03,+2.9761858E+00
-885.9395E-03,+2.9777363E+00
-885.6795E-03,+2.9738694E+00
-885.4195E-03,+2.9738694E+00
-885.1595E-03,+2.9676860E+00
-884.8995E-03,+2.9638191E+00
-884.6395E-03,+2.9576358E+00
-884.3795E-03,+2.9599522E+00
-884.1195E-03,+2.9638191E+00
-883.8595E-03,+2.9638191E+00
-883.5995E-03,+2.9638191E+00
-883.3395E-03,+2.9638191E+00
-883.0795E-03,+2.9700025E+00
-882.8195E-03,+2.9738694E+00
-882.5595E-03,+2.9738694E+00
-882.2994E-03,+2.9615027E+00
-882.0394E-03,+2.9661356E+00
-881.7794E-03,+2.9676860E+00
-881.5194E-03,+2.9700025E+00
-881.2594E-03,+2.9738694E+00
-880.9994E-03,+2.9800527E+00
-880.7394E-03,+2.9839196E+00
-880.4794E-03,+2.9715529E+00
-880.2194E-03,+2.9638191E+00
-879.9594E-03,+2.9638191E+00
-879.6994E-03,+2.9638191E+00
-879.4394E-03,+2.9638191E+00
-879.1794E-03,+2.9638191E+00
-878.9194E-03,+2.9576358E+00
-878.6594E-03,+2.9661356E+00
-878.3994E-03,+2.9553193E+00
-878.1394E-03,+2.9560853E+00
-877.8794E-03,+2.9700025E+00
-877.6194E-03,+2.9676860E+00
-877.3594E-03,+2.9638191E+00
-877.0994E-03,+2.9638191E+00
-876.8394E-03,+2.9638191E+00
-876.5794E-03,+2.9576358E+00
-876.3194E-03,+2.9599522E+00
-876.0594E-03,+2.9700025E+00
-875.7994E-03,+2.9615027E+00
