0.00762939453125	-30.9101315
0.079345703125	-58.244606
0.384521484375	-74.9229736
0.689697265625	-79.59655
1.0009765625	-86.7680664
1.611328125	-91.2622604
2.2216796875	-94.1991577
2.83203125	-96.5291748
3.4423828125	-99.230751
4.052734375	-100.790009
4.6630859375	-101.587471
5.2734375	-101.0616
5.8837890625	-103.460258
6.494140625	-103.300156
7.1044921875	-104.401566
7.71484375	-105.749023
8.3251953125	-106.586296
8.935546875	-108.040932
9.5458984375	-106.888161
12.5732421875	-120.37323
18.6767578125	-124.95018
24.7802734375	-126.834328
30.8837890625	-129.936661
36.9873046875	-129.902512
43.0908203125	-132.247864
49.1943359375	-134.410583
55.2978515625	-134.1371
61.4013671875	-133.86496
67.5048828125	-133.540314
73.6083984375	-136.058334
79.7119140625	-137.533813
85.8154296875	-136.788956
91.9189453125	-138.563522
98.0224609375	-140.901825
151.3671875	-146.753677
212.40234375	-149.654526
273.4375	-149.504593
334.47265625	-149.852188
395.5078125	-151.533783
456.54296875	-151.025848
517.578125	-151.790512
578.61328125	-152.267578
639.6484375	-153.297348
700.68359375	-154.277695
761.71875	-153.182983
822.75390625	-153.805588
883.7890625	-152.634094
944.82421875	-153.940491
1159.66796875	-157.081497
1770.01953125	-157.583206
2380.37109375	-158.928314
2990.72265625	-160.7258
3601.07421875	-158.929764
4211.42578125	-159.354294
4821.77734375	-158.746262
5432.12890625	-160.405258
6042.48046875	-159.812088
6652.83203125	-159.317505
7263.18359375	-158.951019
7873.53515625	-158.891205
8483.88671875	-160.549988
9094.23828125	-160.383942
9704.58984375	-159.905853
14160.15625	-161.2043
20263.671875	-160.695877
26367.1875	-162.686539
32470.703125	-162.393143
38574.21875	-161.692261
44677.734375	-163.004791
50781.25	-162.715195
56884.765625	-162.064011
62988.28125	-163.405396
69091.796875	-162.767685
75195.3125	-161.989212
81298.828125	-162.292068
87402.34375	-163.371552
93505.859375	-163.730392
99609.375	-164.430878
142154.6875	-163.800934
191173.546875	-163.811737
240192.40625	-164.00174
289211.28125	-163.58992
338230.125	-164.643127
387249	-165.357071
436267.84375	-163.909882
485286.71875	-164.008972
534305.5625	-163.632355
583324.4375	-164.18338
632343.3125	-164.567932
681362.125	-164.06369
730381	-163.673248
779399.875	-164.430313
828418.75	-163.999222
877437.5625	-164.159866
926456.4375	-163.542374
975475.3125	-161.557739
